status,polling_unit_code,presiding_officer_name_present,presiding_officer_signature_present,polling_agent_signature_present,black_stamp
exist and not blur,12/12/12/040,1.0,1.0,1.0,0
exist and not blur,29/17/11/004,1.0,1.0,1.0,0
exist and not blur,31/11/10/004,1.0,1.0,1.0,0
exist and not blur,12/14/11/007,1.0,1.0,1.0,0
exist and not blur,30/10/10/005,1.0,1.0,1.0,0
exist and not blur,12/12/02/043,1.0,1.0,1.0,0
exist and not blur,29/07/11/003,1.0,1.0,1.0,0
exist and not blur,12/05/07/002,1.0,1.0,1.0,0
exist and not blur,22/05/06/012,0.0,0.0,0.0,0
exist and not blur,37/04/08/005,1.0,1.0,1.0,0
exist and not blur,12/08/03/004,1.0,1.0,1.0,0
exist and not blur,29/02/07/007,1.0,0.0,0.0,0
exist and not blur,12/07/03/005,1.0,1.0,1.0,0
exist and not blur,31/16/09/025,1.0,1.0,1.0,0
exist and not blur,21/13/11/008,1.0,1.0,0.0,0
exist and not blur,12/09/04/025,1.0,1.0,1.0,0
exist and not blur,21/14/04/005,0.0,0.0,1.0,0
exist and not blur,12/09/12/012,0.0,1.0,1.0,1
exist and not blur,21/18/04/009,0.0,0.0,1.0,1
exist and not blur,12/02/03/024,1.0,1.0,1.0,0
exist and not blur,31/07/12/018,0.0,1.0,1.0,1
exist and not blur,22/03/08/002,1.0,0.0,1.0,1
exist and not blur,31/11/09/032,0.0,1.0,1.0,1
exist and not blur,29/27/08/029,1.0,0.0,1.0,0
exist and not blur,31/08/10/004,1.0,0.0,1.0,0
exist and not blur,12/10/05/005,1.0,1.0,1.0,0
exist and not blur,21/07/01/009,1.0,1.0,1.0,0
exist and not blur,21/19/02/011,1.0,1.0,0.0,1
exist and not blur,21/12/04/003,1.0,1.0,1.0,0
exist and not blur,30/20/05/002,1.0,0.0,1.0,1
exist and not blur,22/05/10/062,0.0,0.0,0.0,0
exist and not blur,30/11/07/004,1.0,1.0,1.0,0
exist and not blur,21/05/10/004,1.0,1.0,1.0,0
exist and not blur,21/04/05/008,1.0,1.0,1.0,0
exist and not blur,21/07/10/011,0.0,0.0,1.0,1
exist and not blur,31/01/06/006,1.0,1.0,0.0,1
exist and not blur,21/12/07/003,0.0,1.0,1.0,1
exist and not blur,31/07/04/025,0.0,0.0,1.0,1
exist and not blur,12/11/03/015,1.0,1.0,0.0,1
exist and not blur,29/03/10/020,0.0,1.0,1.0,1
exist and not blur,29/25/12/004,1.0,0.0,0.0,0
exist and not blur,29/02/07/003,1.0,0.0,0.0,0
exist and not blur,22/16/07/011,1.0,1.0,1.0,0
exist and not blur,21/14/04/007,1.0,1.0,1.0,0
exist and not blur,30/10/04/016,1.0,0.0,1.0,1
exist and not blur,29/19/03/006,1.0,1.0,1.0,0
exist and not blur,22/03/12/004,1.0,1.0,1.0,0
exist and not blur,22/01/03/005,1.0,1.0,1.0,0
exist and not blur,31/17/02/011,0.0,1.0,1.0,1
exist and not blur,21/11/08/003,0.0,1.0,1.0,1
exist and not blur,30/17/04/013,1.0,1.0,1.0,0
exist and not blur,29/22/07/004,1.0,1.0,1.0,0
exist and not blur,22/20/07/003,1.0,1.0,1.0,0
exist and not blur,12/08/04/003,1.0,1.0,1.0,0
exist and not blur,21/11/05/011,0.0,1.0,1.0,0
exist and not blur,21/11/09/011,0.0,1.0,1.0,1
exist and not blur,21/17/01/003,1.0,1.0,1.0,0
exist and not blur,12/12/07/030,1.0,1.0,1.0,0
exist and not blur,29/30/07/009,1.0,1.0,1.0,0
exist and not blur,29/20/07/005,1.0,0.0,1.0,1
exist and not blur,37/02/02/013,0.0,1.0,1.0,1
exist and not blur,31/10/06/006,1.0,0.0,1.0,1
exist and not blur,22/03/01/037,1.0,1.0,1.0,0
exist and not blur,29/10/02/013,1.0,1.0,0.0,0
exist and not blur,22/01/01/012,0.0,1.0,1.0,1
exist and not blur,22/06/02/010,1.0,1.0,1.0,0
exist and not blur,37/06/02/092,1.0,1.0,0.0,1
exist and not blur,21/11/08/015,0.0,0.0,1.0,0
exist and not blur,37/06/08/018,1.0,1.0,1.0,0
exist and not blur,31/05/09/032,1.0,1.0,1.0,0
exist and not blur,29/07/07/005,1.0,1.0,1.0,0
exist and not blur,21/13/07/010,1.0,1.0,1.0,0
exist and not blur,31/07/04/012,1.0,1.0,1.0,0
exist and not blur,21/04/06/011,0.0,1.0,1.0,1
exist and not blur,31/08/10/013,0.0,1.0,1.0,0
exist and not blur,12/09/11/008,1.0,1.0,1.0,0
exist and not blur,29/08/10/005,1.0,0.0,1.0,1
exist and not blur,22/03/04/009,0.0,1.0,1.0,1
exist and not blur,29/06/09/002,1.0,1.0,1.0,0
exist and not blur,29/02/04/001,1.0,1.0,1.0,0
exist and not blur,29/25/06/007,1.0,0.0,1.0,0
exist and not blur,29/23/10/016,1.0,1.0,1.0,0
exist and not blur,22/09/05/002,0.0,0.0,0.0,0
exist and not blur,22/20/01/003,1.0,1.0,1.0,0
exist and not blur,29/30/13/002,1.0,1.0,1.0,0
exist and not blur,21/03/10/015,0.0,1.0,1.0,0
exist and not blur,37/01/06/015,0.0,1.0,1.0,1
exist and not blur,37/03/10/032,0.0,1.0,1.0,1
exist and not blur,31/16/04/011,1.0,0.0,1.0,0
exist and not blur,12/11/06/089,1.0,0.0,1.0,1
exist and not blur,12/02/03/031,1.0,1.0,1.0,0
exist and not blur,12/12/10/006,1.0,1.0,1.0,0
exist and not blur,29/30/14/002,1.0,1.0,1.0,0
exist and not blur,12/09/07/012,0.0,1.0,1.0,1
exist and not blur,12/15/07/001,1.0,1.0,0.0,1
exist and not blur,29/11/11/021,1.0,1.0,1.0,0
exist and not blur,21/20/02/002,1.0,1.0,1.0,0
exist and not blur,12/11/01/037,1.0,1.0,1.0,0
exist and not blur,12/01/08/013,0.0,1.0,1.0,1
exist and not blur,31/13/07/016,0.0,1.0,1.0,1
exist and not blur,31/05/13/005,1.0,1.0,1.0,0
exist and not blur,29/30/05/025,1.0,1.0,1.0,0
exist and not blur,29/25/12/003,1.0,1.0,0.0,1
exist and not blur,29/25/10/009,1.0,1.0,1.0,0
exist and not blur,29/12/09/003,1.0,1.0,1.0,0
exist and not blur,21/02/10/005,0.0,1.0,1.0,1
exist and not blur,31/12/01/003,1.0,1.0,1.0,0
exist and not blur,29/06/09/008,1.0,1.0,1.0,0
exist and not blur,31/05/11/006,0.0,1.0,1.0,1
exist and not blur,12/14/10/019,1.0,1.0,1.0,0
exist and not blur,21/03/05/005,1.0,1.0,1.0,0
exist and not blur,21/06/10/013,1.0,1.0,0.0,1
exist and not blur,31/06/04/019,0.0,1.0,1.0,1
exist and not blur,29/10/09/008,1.0,1.0,1.0,0
exist and not blur,31/17/02/014,0.0,1.0,1.0,1
exist and not blur,22/02/14/032,1.0,1.0,1.0,0
exist and not blur,31/06/02/002,1.0,1.0,0.0,0
exist and not blur,21/05/11/005,1.0,1.0,1.0,0
exist and not blur,31/14/09/043,1.0,1.0,1.0,0
exist and not blur,31/07/04/011,0.0,1.0,1.0,0
exist and not blur,29/23/02/006,0.0,1.0,1.0,1
exist and not blur,31/02/14/011,0.0,1.0,1.0,1
exist and not blur,31/13/08/017,1.0,1.0,1.0,0
exist and not blur,29/11/06/013,1.0,0.0,1.0,1
exist and not blur,21/05/06/001,1.0,1.0,0.0,0
exist and not blur,22/03/04/017,1.0,1.0,1.0,0
exist and not blur,22/05/03/015,0.0,1.0,1.0,1
exist and not blur,12/11/06/080,0.0,1.0,1.0,1
exist and not blur,22/09/03/008,0.0,0.0,1.0,0
exist and not blur,22/09/05/008,0.0,1.0,1.0,1
exist and not blur,21/14/05/009,0.0,1.0,1.0,0
exist and not blur,22/12/07/006,1.0,0.0,1.0,0
exist and not blur,29/25/10/011,1.0,1.0,1.0,0
exist and not blur,21/14/01/007,0.0,1.0,1.0,1
exist and not blur,22/02/05/002,1.0,1.0,0.0,1
exist and not blur,31/17/04/030,1.0,0.0,1.0,1
exist and not blur,12/12/11/042,1.0,1.0,1.0,0
exist and not blur,21/05/07/014,0.0,1.0,1.0,1
exist and not blur,37/06/05/073,0.0,1.0,1.0,1
exist and not blur,21/14/04/008,1.0,0.0,1.0,1
exist and not blur,31/09/12/004,1.0,1.0,1.0,0
exist and not blur,30/11/03/001,1.0,1.0,1.0,0
exist and not blur,37/06/10/055,1.0,1.0,1.0,0
exist and not blur,31/14/11/048,1.0,1.0,1.0,0
exist and not blur,29/19/07/015,1.0,1.0,1.0,0
exist and not blur,22/03/01/019,1.0,0.0,1.0,1
exist and not blur,12/14/09/009,1.0,1.0,1.0,0
exist and not blur,37/03/10/015,1.0,1.0,1.0,0
exist and not blur,29/25/02/005,0.0,1.0,1.0,1
exist and not blur,29/14/06/015,0.0,0.0,1.0,0
exist and not blur,12/09/04/015,1.0,1.0,1.0,0
exist and not blur,21/04/04/004,1.0,1.0,1.0,0
exist and not blur,12/11/04/062,1.0,0.0,1.0,1
exist and not blur,31/16/03/010,0.0,1.0,1.0,1
exist and not blur,22/10/07/009,1.0,1.0,1.0,0
exist and not blur,21/12/03/002,1.0,1.0,1.0,0
exist and not blur,31/11/16/005,1.0,1.0,1.0,0
exist and not blur,29/08/03/001,0.0,0.0,1.0,0
exist and not blur,21/18/02/003,0.0,1.0,1.0,1
exist and not blur,21/06/02/026,0.0,1.0,1.0,1
exist and not blur,21/16/03/008,1.0,1.0,0.0,1
exist and not blur,31/06/01/028,1.0,1.0,1.0,0
exist and not blur,21/13/01/022,1.0,1.0,1.0,0
exist and not blur,31/09/04/003,1.0,1.0,1.0,0
exist and not blur,29/25/07/007,1.0,1.0,1.0,0
exist and not blur,29/25/15/001,1.0,1.0,1.0,0
exist and not blur,21/07/02/017,0.0,1.0,1.0,1
exist and not blur,21/11/05/004,1.0,1.0,1.0,0
exist and not blur,21/09/01/003,1.0,1.0,1.0,0
exist and not blur,22/21/02/009,1.0,0.0,1.0,1
exist and not blur,31/01/04/009,1.0,1.0,1.0,0
exist and not blur,29/17/03/001,1.0,1.0,1.0,0
exist and not blur,21/18/07/002,0.0,1.0,1.0,1
exist and not blur,29/09/07/004,0.0,1.0,1.0,1
exist and not blur,22/04/02/006,1.0,1.0,1.0,0
exist and not blur,29/18/09/002,1.0,1.0,1.0,0
exist and not blur,30/10/11/017,1.0,1.0,1.0,0
exist and not blur,22/14/07/001,1.0,1.0,1.0,0
exist and not blur,21/14/04/001,0.0,1.0,1.0,0
exist and not blur,37/05/07/004,1.0,1.0,1.0,0
exist and not blur,22/15/04/005,1.0,0.0,1.0,1
exist and not blur,29/10/11/006,1.0,0.0,1.0,1
exist and not blur,21/08/02/002,0.0,1.0,1.0,1
exist and not blur,37/06/02/065,0.0,1.0,1.0,1
exist and not blur,21/13/10/016,0.0,1.0,1.0,1
exist and not blur,21/10/08/003,1.0,1.0,0.0,1
exist and not blur,29/07/11/006,1.0,0.0,1.0,0
exist and not blur,22/09/01/003,1.0,1.0,0.0,1
exist and not blur,30/11/04/002,0.0,1.0,1.0,1
exist and not blur,30/18/06/013,1.0,1.0,1.0,0
exist and not blur,12/06/09/010,0.0,1.0,1.0,1
exist and not blur,30/11/05/001,1.0,1.0,1.0,0
exist and not blur,21/09/09/009,0.0,1.0,1.0,1
exist and not blur,21/04/07/004,1.0,1.0,1.0,0
exist and not blur,37/06/06/070,1.0,0.0,1.0,1
exist and not blur,21/19/07/006,0.0,1.0,1.0,1
exist and not blur,21/19/10/007,1.0,0.0,1.0,1
exist and not blur,12/02/05/022,1.0,1.0,0.0,1
exist and not blur,21/04/09/017,1.0,1.0,1.0,0
exist and not blur,21/02/05/002,1.0,1.0,1.0,0
exist and not blur,12/12/10/012,1.0,1.0,1.0,0
exist and not blur,12/18/05/006,0.0,1.0,1.0,1
exist and not blur,22/06/03/009,1.0,1.0,1.0,0
exist and not blur,12/05/09/007,1.0,0.0,1.0,1
exist and not blur,22/03/06/012,1.0,1.0,1.0,0
exist and not blur,37/06/05/104,1.0,1.0,1.0,0
exist and not blur,37/03/02/030,1.0,1.0,1.0,0
exist and not blur,21/13/02/014,0.0,1.0,1.0,1
exist and not blur,21/11/04/012,0.0,1.0,1.0,1
exist and not blur,37/06/04/164,1.0,1.0,1.0,0
exist and not blur,29/07/10/001,1.0,1.0,0.0,0
exist and not blur,31/15/07/015,1.0,1.0,1.0,0
exist and not blur,37/03/02/005,0.0,1.0,1.0,1
exist and not blur,12/08/01/013,0.0,1.0,1.0,1
exist and not blur,21/10/01/006,1.0,1.0,0.0,0
exist and not blur,21/05/05/020,1.0,1.0,1.0,0
exist and not blur,21/03/10/011,1.0,1.0,1.0,0
exist and not blur,22/03/01/032,1.0,1.0,1.0,0
exist and not blur,22/09/09/002,1.0,1.0,0.0,1
exist and not blur,30/11/07/001,1.0,1.0,1.0,0
exist and not blur,30/28/01/008,0.0,0.0,0.0,0
exist and not blur,21/05/05/025,0.0,1.0,1.0,0
exist and not blur,23/06/10/001,1.0,1.0,1.0,0
exist and not blur,21/10/03/006,1.0,1.0,1.0,0
exist and not blur,21/02/04/004,1.0,1.0,0.0,0
exist and not blur,21/13/12/012,1.0,1.0,1.0,0
exist and not blur,21/06/08/020,0.0,1.0,1.0,0
exist and not blur,37/06/02/043,1.0,1.0,1.0,0
exist and not blur,12/13/01/023,1.0,1.0,1.0,0
exist and not blur,12/16/07/002,1.0,1.0,1.0,0
exist and not blur,30/18/09/009,0.0,1.0,1.0,1
exist and not blur,29/01/03/003,1.0,1.0,1.0,0
exist and not blur,22/17/08/016,1.0,1.0,1.0,0
exist and not blur,31/02/06/008,1.0,0.0,1.0,1
exist and not blur,31/17/06/008,1.0,1.0,1.0,0
exist and not blur,21/06/11/019,1.0,1.0,1.0,0
exist and not blur,22/19/04/013,1.0,0.0,0.0,0
exist and not blur,29/13/03/004,1.0,1.0,1.0,0
exist and not blur,29/02/01/001,1.0,1.0,1.0,0
exist and not blur,12/14/06/008,1.0,1.0,1.0,0
exist and not blur,37/02/07/091,1.0,1.0,1.0,0
exist and not blur,21/11/09/008,0.0,1.0,1.0,1
exist and not blur,31/16/04/012,1.0,1.0,1.0,0
exist and not blur,31/03/12/005,0.0,1.0,1.0,1
exist and not blur,21/20/10/001,1.0,1.0,1.0,0
exist and not blur,22/05/10/051,1.0,1.0,1.0,0
exist and not blur,21/14/09/001,0.0,1.0,1.0,1
exist and not blur,29/25/03/004,1.0,0.0,1.0,0
exist and not blur,29/06/04/004,1.0,1.0,1.0,0
exist and not blur,37/04/01/038,1.0,0.0,1.0,1
exist and not blur,21/04/04/010,0.0,1.0,1.0,1
exist and not blur,29/02/02/009,0.0,0.0,0.0,0
exist and not blur,21/06/07/003,1.0,1.0,0.0,1
exist and not blur,29/14/08/003,0.0,1.0,1.0,1
exist and not blur,22/12/02/018,1.0,1.0,1.0,0
exist and not blur,37/06/03/051,1.0,1.0,1.0,0
exist and not blur,12/11/01/002,1.0,1.0,1.0,0
exist and not blur,30/20/08/013,0.0,1.0,1.0,1
exist and not blur,31/17/08/006,1.0,1.0,1.0,0
exist and not blur,23/06/04/023,1.0,1.0,0.0,1
exist and not blur,21/09/01/011,1.0,0.0,1.0,1
exist and not blur,21/04/04/001,1.0,1.0,0.0,1
exist and not blur,37/06/04/168,1.0,1.0,1.0,0
exist and not blur,22/02/14/027,1.0,1.0,1.0,0
exist and not blur,12/11/03/050,1.0,0.0,1.0,1
exist and not blur,31/07/02/010,1.0,0.0,1.0,1
exist and not blur,12/10/05/002,1.0,1.0,1.0,0
exist and not blur,31/03/05/002,1.0,1.0,1.0,0
exist and not blur,37/06/03/129,0.0,1.0,1.0,0
exist and not blur,29/23/07/009,1.0,1.0,1.0,0
exist and not blur,21/04/10/010,1.0,1.0,1.0,0
exist and not blur,31/16/11/036,1.0,1.0,1.0,0
exist and not blur,22/05/10/038,1.0,1.0,1.0,0
exist and not blur,22/04/09/001,1.0,1.0,1.0,0
exist and not blur,12/12/10/003,1.0,1.0,1.0,0
exist and not blur,37/06/10/064,1.0,1.0,1.0,0
exist and not blur,31/14/01/005,1.0,1.0,1.0,0
exist and not blur,37/02/10/015,1.0,1.0,1.0,0
exist and not blur,30/20/08/016,1.0,0.0,1.0,1
exist and not blur,12/12/11/013,0.0,1.0,1.0,1
exist and not blur,12/04/09/005,1.0,1.0,1.0,0
exist and not blur,37/06/11/044,0.0,1.0,1.0,1
exist and not blur,12/08/04/001,0.0,1.0,1.0,1
exist and not blur,22/07/01/010,1.0,1.0,0.0,1
exist and not blur,21/12/10/001,0.0,0.0,1.0,0
exist and not blur,21/09/03/005,1.0,0.0,1.0,1
exist and not blur,30/18/06/002,1.0,0.0,1.0,1
exist and not blur,12/11/07/026,1.0,1.0,0.0,1
exist and not blur,31/05/13/022,1.0,1.0,1.0,0
exist and not blur,21/02/11/004,1.0,1.0,1.0,0
exist and not blur,37/06/01/134,0.0,1.0,1.0,1
exist and not blur,37/06/11/089,1.0,1.0,0.0,1
exist and not blur,37/06/05/043,0.0,1.0,1.0,1
exist and not blur,12/06/01/005,1.0,1.0,0.0,1
exist and not blur,29/28/07/007,1.0,1.0,1.0,0
exist and not blur,21/09/03/007,0.0,1.0,1.0,1
exist and not blur,31/09/10/017,1.0,1.0,1.0,0
exist and not blur,31/04/05/004,0.0,1.0,1.0,1
exist and not blur,29/22/09/001,1.0,0.0,1.0,0
exist and not blur,22/03/06/007,1.0,1.0,1.0,0
exist and not blur,21/14/09/004,1.0,0.0,1.0,0
exist and not blur,30/10/01/002,1.0,1.0,1.0,0
exist and not blur,31/14/07/001,1.0,1.0,1.0,0
exist and not blur,31/11/03/004,0.0,1.0,1.0,1
exist and not blur,21/17/06/004,1.0,1.0,1.0,0
exist and not blur,29/29/03/003,0.0,1.0,1.0,1
exist and not blur,29/02/10/005,1.0,0.0,1.0,0
exist and not blur,29/30/05/029,1.0,1.0,1.0,0
exist and not blur,37/06/08/034,1.0,1.0,0.0,1
exist and not blur,31/03/03/001,1.0,1.0,1.0,0
exist and not blur,37/06/02/071,0.0,1.0,1.0,1
exist and not blur,30/10/01/004,1.0,1.0,0.0,1
exist and not blur,31/02/06/004,1.0,1.0,1.0,0
exist and not blur,29/20/05/005,1.0,1.0,1.0,0
exist and not blur,30/27/10/007,0.0,1.0,1.0,1
exist and not blur,21/20/10/006,1.0,1.0,1.0,0
exist and not blur,21/02/11/013,1.0,1.0,1.0,0
exist and not blur,31/08/04/001,1.0,1.0,1.0,0
exist and not blur,21/19/11/003,1.0,0.0,1.0,0
exist and not blur,29/02/02/011,1.0,0.0,0.0,0
exist and not blur,29/30/07/010,1.0,1.0,1.0,0
exist and not blur,31/16/06/012,1.0,1.0,1.0,0
exist and not blur,21/08/05/016,0.0,1.0,1.0,1
exist and not blur,31/08/08/014,1.0,0.0,1.0,1
exist and not blur,29/25/12/001,1.0,1.0,1.0,0
exist and not blur,31/12/01/013,0.0,1.0,1.0,1
exist and not blur,12/12/01/055,1.0,1.0,1.0,0
exist and not blur,12/03/05/007,1.0,0.0,1.0,1
exist and not blur,31/14/11/011,0.0,1.0,1.0,1
exist and not blur,12/10/10/006,1.0,1.0,1.0,0
exist and not blur,31/12/07/006,1.0,1.0,1.0,0
exist and not blur,21/18/11/003,1.0,1.0,1.0,0
exist and not blur,30/11/10/007,1.0,1.0,1.0,0
exist and not blur,31/05/02/007,1.0,0.0,1.0,1
exist and not blur,30/11/07/005,1.0,1.0,1.0,0
exist and not blur,29/18/09/004,1.0,1.0,1.0,0
exist and not blur,22/07/08/008,1.0,1.0,1.0,0
exist and not blur,21/11/08/017,0.0,1.0,1.0,1
exist and not blur,21/05/07/012,1.0,1.0,1.0,0
exist and not blur,37/06/10/004,1.0,1.0,1.0,0
exist and not blur,31/06/04/022,1.0,0.0,1.0,0
exist and not blur,37/06/04/067,0.0,1.0,1.0,1
exist and not blur,29/24/04/014,1.0,1.0,1.0,0
exist and not blur,30/11/03/003,1.0,1.0,1.0,0
exist and not blur,22/14/09/026,1.0,1.0,1.0,0
exist and not blur,29/14/08/010,0.0,1.0,1.0,0
exist and not blur,12/06/04/001,0.0,1.0,1.0,1
exist and not blur,21/20/08/018,1.0,1.0,0.0,1
exist and not blur,21/09/04/009,1.0,1.0,1.0,0
exist and not blur,21/13/04/002,1.0,1.0,1.0,0
exist and not blur,29/21/08/004,1.0,1.0,1.0,0
exist and not blur,30/11/07/019,1.0,1.0,1.0,0
exist and not blur,12/02/03/021,0.0,1.0,1.0,1
exist and not blur,29/22/05/002,1.0,1.0,1.0,0
exist and not blur,37/02/07/043,1.0,1.0,1.0,0
exist and not blur,29/18/10/009,0.0,1.0,1.0,1
exist and not blur,31/03/01/006,1.0,0.0,1.0,1
exist and not blur,30/27/01/005,1.0,1.0,1.0,0
exist and not blur,29/10/02/009,1.0,1.0,0.0,0
exist and not blur,21/13/02/010,0.0,1.0,1.0,1
exist and not blur,12/12/02/032,1.0,0.0,1.0,1
exist and not blur,21/14/04/013,1.0,1.0,1.0,0
exist and not blur,12/12/10/042,0.0,1.0,1.0,0
exist and not blur,31/06/05/027,1.0,1.0,0.0,1
exist and not blur,22/05/06/007,1.0,0.0,1.0,0
exist and not blur,30/16/04/006,1.0,1.0,1.0,0
exist and not blur,30/10/10/012,0.0,1.0,1.0,1
exist and not blur,31/04/04/011,0.0,1.0,1.0,1
exist and not blur,37/06/08/015,0.0,1.0,0.0,1
exist and not blur,22/09/02/008,1.0,1.0,1.0,0
exist and not blur,22/05/07/018,0.0,1.0,1.0,1
exist and not blur,29/25/12/002,1.0,1.0,1.0,0
exist and not blur,21/06/14/009,0.0,0.0,1.0,0
exist and not blur,29/22/09/003,1.0,1.0,1.0,0
exist and not blur,21/02/06/015,1.0,1.0,1.0,0
exist and not blur,22/05/06/025,1.0,1.0,1.0,0
exist and not blur,12/15/08/011,1.0,0.0,1.0,0
exist and not blur,22/05/12/001,1.0,0.0,1.0,1
exist and not blur,22/10/07/001,1.0,1.0,1.0,0
exist and not blur,31/13/09/011,0.0,1.0,1.0,1
exist and not blur,21/13/11/003,1.0,1.0,1.0,0
exist and not blur,21/06/14/003,0.0,1.0,1.0,1
exist and not blur,12/11/07/040,0.0,1.0,1.0,1
exist and not blur,23/06/07/006,1.0,0.0,1.0,1
exist and not blur,21/19/05/012,1.0,1.0,0.0,1
exist and not blur,31/08/05/017,0.0,1.0,1.0,1
exist and not blur,37/06/05/176,1.0,0.0,1.0,0
exist and not blur,29/25/07/005,0.0,1.0,1.0,0
exist and not blur,29/25/09/004,1.0,0.0,1.0,1
exist and not blur,21/12/06/006,1.0,1.0,0.0,1
exist and not blur,31/17/08/011,1.0,1.0,1.0,0
exist and not blur,21/15/05/011,1.0,1.0,1.0,0
exist and not blur,31/06/01/024,1.0,0.0,1.0,1
exist and not blur,29/28/09/001,1.0,1.0,1.0,0
exist and not blur,21/04/07/005,1.0,1.0,1.0,0
exist and not blur,29/10/11/004,1.0,1.0,1.0,0
exist and not blur,22/05/10/019,1.0,0.0,1.0,1
exist and not blur,22/03/12/011,1.0,1.0,1.0,0
exist and not blur,21/18/04/020,1.0,1.0,1.0,0
exist and not blur,31/06/08/007,1.0,1.0,1.0,0
exist and not blur,29/25/13/003,1.0,1.0,1.0,0
exist and not blur,37/04/01/024,1.0,1.0,0.0,1
exist and not blur,31/11/01/010,1.0,1.0,1.0,0
exist and not blur,29/10/09/011,1.0,1.0,0.0,1
exist and not blur,22/05/08/010,1.0,1.0,1.0,0
exist and not blur,22/12/02/008,1.0,1.0,1.0,0
exist and not blur,31/05/08/022,1.0,1.0,1.0,0
exist and not blur,22/02/02/003,0.0,1.0,1.0,0
exist and not blur,37/05/07/012,0.0,0.0,1.0,0
exist and not blur,12/10/03/009,1.0,1.0,1.0,0
exist and not blur,21/15/01/017,1.0,1.0,1.0,0
exist and not blur,31/05/10/137,0.0,1.0,1.0,0
exist and not blur,12/18/10/001,1.0,0.0,1.0,1
exist and not blur,31/14/04/004,1.0,1.0,1.0,0
exist and not blur,29/06/09/005,0.0,1.0,1.0,0
exist and not blur,31/14/07/010,1.0,1.0,1.0,0
exist and not blur,29/26/07/005,1.0,1.0,0.0,1
exist and not blur,23/06/11/004,0.0,1.0,1.0,0
exist and not blur,29/27/01/006,1.0,1.0,1.0,0
exist and not blur,30/29/06/007,1.0,1.0,1.0,0
exist and not blur,22/07/09/014,1.0,1.0,1.0,0
exist and not blur,22/17/08/010,1.0,1.0,1.0,0
exist and not blur,37/05/03/004,1.0,1.0,1.0,0
exist and not blur,37/06/05/141,0.0,1.0,1.0,1
exist and not blur,21/03/04/001,1.0,0.0,1.0,1
exist and not blur,21/08/07/015,1.0,1.0,1.0,0
exist and not blur,22/02/02/004,0.0,1.0,1.0,0
exist and not blur,22/03/13/004,1.0,0.0,1.0,1
exist and not blur,29/02/08/001,0.0,0.0,1.0,0
exist and not blur,12/10/06/003,1.0,0.0,1.0,1
exist and not blur,29/21/11/005,1.0,0.0,1.0,1
exist and not blur,31/13/08/003,1.0,1.0,1.0,0
exist and not blur,21/03/08/023,1.0,1.0,1.0,0
exist and not blur,30/16/10/002,1.0,1.0,1.0,0
exist and not blur,29/02/04/008,1.0,1.0,1.0,0
exist and not blur,31/07/08/001,1.0,1.0,1.0,0
exist and not blur,31/10/07/005,1.0,0.0,1.0,1
exist and not blur,31/05/05/031,1.0,1.0,1.0,0
exist and not blur,37/01/05/003,1.0,1.0,1.0,0
exist and not blur,21/10/10/008,1.0,1.0,1.0,0
exist and not blur,31/09/08/016,0.0,1.0,1.0,1
exist and not blur,31/17/06/018,1.0,1.0,1.0,0
exist and not blur,37/06/11/043,0.0,1.0,1.0,1
exist and not blur,31/06/09/005,1.0,1.0,1.0,0
exist and not blur,31/08/03/018,0.0,1.0,1.0,1
exist and not blur,37/02/10/043,1.0,1.0,1.0,0
exist and not blur,22/16/02/005,1.0,1.0,1.0,0
exist and not blur,22/16/08/004,0.0,0.0,0.0,0
exist and not blur,12/04/01/004,1.0,1.0,1.0,0
exist and not blur,23/06/01/011,1.0,1.0,1.0,0
exist and not blur,29/15/06/017,1.0,1.0,1.0,0
exist and not blur,12/05/10/002,1.0,0.0,0.0,1
exist and not blur,37/06/06/059,1.0,1.0,1.0,0
exist and not blur,30/29/06/004,1.0,1.0,1.0,0
exist and not blur,22/20/04/004,1.0,1.0,1.0,0
exist and not blur,22/14/03/007,1.0,0.0,1.0,1
exist and not blur,21/18/05/019,1.0,1.0,1.0,0
exist and not blur,31/11/02/001,0.0,1.0,1.0,1
exist and not blur,29/22/09/009,1.0,1.0,1.0,0
exist and not blur,37/06/03/008,0.0,0.0,1.0,0
exist and not blur,12/05/06/011,1.0,1.0,0.0,1
exist and not blur,29/23/08/001,1.0,1.0,1.0,0
exist and not blur,22/05/10/036,1.0,1.0,1.0,0
exist and not blur,22/08/03/010,1.0,1.0,1.0,0
exist and not blur,31/02/12/017,1.0,1.0,1.0,0
exist and not blur,12/05/06/012,0.0,1.0,1.0,1
exist and not blur,22/03/01/004,0.0,1.0,1.0,1
exist and not blur,21/11/04/003,1.0,1.0,1.0,0
exist and not blur,31/05/10/003,1.0,1.0,1.0,0
exist and not blur,29/02/04/003,1.0,1.0,1.0,0
exist and not blur,21/12/06/005,0.0,0.0,0.0,0
exist and not blur,22/18/06/001,1.0,1.0,1.0,0
exist and not blur,31/05/10/006,1.0,0.0,1.0,1
exist and not blur,29/03/04/007,1.0,1.0,1.0,0
exist and not blur,37/06/04/155,0.0,1.0,1.0,1
exist and not blur,21/17/03/009,1.0,1.0,1.0,0
exist and not blur,29/18/09/010,1.0,1.0,1.0,0
exist and not blur,12/18/05/004,1.0,0.0,1.0,1
exist and not blur,29/08/09/003,0.0,1.0,1.0,1
exist and not blur,29/10/02/016,1.0,1.0,1.0,0
exist and not blur,29/09/07/002,0.0,0.0,1.0,0
